i,after,rep,vs,ratio_to_baseline,secs
497,test_constrain_isotropic,46,2.204663e-13,0.138,0.52
498,test_constrain_isotropic,47,2.204663e-13,0.138,0.56
499,test_constrain_isotropic,48,2.204663e-13,0.138,0.55
500,test_constrain_isotropic,49,2.204663e-13,0.138,0.58
501,test_strain_stress_equivalence,0,2.204663e-13,0.138,0.63
502,test_strain_stress_equivalence,1,2.204663e-13,0.138,0.66
503,test_strain_stress_equivalence,2,2.204663e-13,0.138,0.67
504,test_strain_stress_equivalence,3,2.204663e-13,0.138,0.57
505,test_strain_stress_equivalence,4,2.204663e-13,0.138,0.57
506,test_strain_stress_equivalence,5,2.204663e-13,0.138,0.61
507,test_strain_stress_equivalence,6,2.204663e-13,0.138,0.70
508,test_strain_stress_equivalence,7,2.204663e-13,0.138,0.57
509,test_strain_stress_equivalence,8,2.204663e-13,0.138,0.64
510,test_strain_stress_equivalence,9,2.204663e-13,0.138,0.68
511,test_strain_stress_equivalence,10,2.204663e-13,0.138,0.53
512,test_strain_stress_equivalence,11,2.204663e-13,0.138,0.59
513,test_strain_stress_equivalence,12,2.204663e-13,0.138,0.54
514,test_strain_stress_equivalence,13,2.204663e-13,0.138,0.59
515,test_strain_stress_equivalence,14,2.204663e-13,0.138,0.53
516,test_strain_stress_equivalence,15,2.204663e-13,0.138,0.65
517,test_strain_stress_equivalence,16,2.204663e-13,0.138,0.60
518,test_strain_stress_equivalence,17,2.204663e-13,0.138,0.47
519,test_strain_stress_equivalence,18,2.204663e-13,0.138,0.59
520,test_strain_stress_equivalence,19,2.204663e-13,0.138,0.59
521,test_strain_stress_equivalence,20,2.204663e-13,0.138,0.60
522,test_strain_stress_equivalence,21,2.204663e-13,0.138,0.63
523,test_strain_stress_equivalence,22,2.204663e-13,0.138,0.59
524,test_strain_stress_equivalence,23,2.204663e-13,0.138,0.56
525,test_strain_stress_equivalence,24,2.204663e-13,0.138,0.51
526,test_strain_stress_equivalence,25,2.204663e-13,0.138,0.59
527,test_strain_stress_equivalence,26,2.204663e-13,0.138,0.58
528,test_strain_stress_equivalence,27,2.204663e-13,0.138,0.57
529,test_strain_stress_equivalence,28,2.204663e-13,0.138,0.53
530,test_strain_stress_equivalence,29,2.204663e-13,0.138,0.57
531,test_strain_stress_equivalence,30,2.204663e-13,0.138,0.51
532,test_strain_stress_equivalence,31,2.204663e-13,0.138,0.56
533,test_strain_stress_equivalence,32,2.204663e-13,0.138,0.44
534,test_strain_stress_equivalence,33,2.204663e-13,0.138,0.51
535,test_strain_stress_equivalence,34,2.204663e-13,0.138,0.57
536,test_strain_stress_equivalence,35,2.204663e-13,0.138,0.58
537,test_strain_stress_equivalence,36,2.204663e-13,0.138,0.59
538,test_strain_stress_equivalence,37,2.204663e-13,0.138,0.63
539,test_strain_stress_equivalence,38,2.204663e-13,0.138,0.58
540,test_strain_stress_equivalence,39,2.204663e-13,0.138,0.54
541,test_strain_stress_equivalence,40,2.204663e-13,0.138,0.49
542,test_strain_stress_equivalence,41,2.204663e-13,0.138,0.52
543,test_strain_stress_equivalence,42,2.204663e-13,0.138,0.51
544,test_strain_stress_equivalence,43,2.204663e-13,0.138,0.64
545,test_strain_stress_equivalence,44,2.204663e-13,0.138,0.56
546,test_strain_stress_equivalence,45,2.204663e-13,0.138,0.55
547,test_strain_stress_equivalence,46,2.204663e-13,0.138,0.52
548,test_strain_stress_equivalence,47,2.204663e-13,0.138,0.51
549,test_strain_stress_equivalence,48,2.204663e-13,0.138,0.63
550,test_strain_stress_equivalence,49,2.204663e-13,0.138,0.61
551,test_strain_stress_autograd,0,2.204663e-13,0.138,0.60
552,test_strain_stress_autograd,1,2.204663e-13,0.138,0.55
553,test_strain_stress_autograd,2,2.204663e-13,0.138,0.66
554,test_strain_stress_autograd,3,2.204663e-13,0.138,0.65
555,test_strain_stress_autograd,4,2.204663e-13,0.138,0.65
556,test_strain_stress_autograd,5,2.204663e-13,0.138,0.57
557,test_strain_stress_autograd,6,2.204663e-13,0.138,0.54
558,test_strain_stress_autograd,7,2.204663e-13,0.138,0.54
559,test_strain_stress_autograd,8,2.204663e-13,0.138,0.56
560,test_strain_stress_autograd,9,2.204663e-13,0.138,0.64
561,test_strain_stress_autograd,10,2.204663e-13,0.138,0.61
562,test_strain_stress_autograd,11,2.204663e-13,0.138,0.65
563,test_strain_stress_autograd,12,2.204663e-13,0.138,0.60
564,test_strain_stress_autograd,13,2.204663e-13,0.138,0.51
565,test_strain_stress_autograd,14,2.204663e-13,0.138,0.51
566,test_strain_stress_autograd,15,2.204663e-13,0.138,0.60
567,test_strain_stress_autograd,16,2.204663e-13,0.138,0.51
568,test_strain_stress_autograd,17,2.204663e-13,0.138,0.54
569,test_strain_stress_autograd,18,2.204663e-13,0.138,0.68
570,test_strain_stress_autograd,19,2.204663e-13,0.138,0.50
571,test_strain_stress_autograd,20,2.204663e-13,0.138,0.57
572,test_strain_stress_autograd,21,2.204663e-13,0.138,0.67
573,test_strain_stress_autograd,22,2.204663e-13,0.138,0.51
574,test_strain_stress_autograd,23,2.204663e-13,0.138,0.53
575,test_strain_stress_autograd,24,2.204663e-13,0.138,0.57
576,test_strain_stress_autograd,25,2.204663e-13,0.138,0.62
577,test_strain_stress_autograd,26,2.204663e-13,0.138,0.56
578,test_strain_stress_autograd,27,2.204663e-13,0.138,0.55
579,test_strain_stress_autograd,28,2.204663e-13,0.138,0.53
580,test_strain_stress_autograd,29,2.204663e-13,0.138,0.56
581,test_strain_stress_autograd,30,2.204663e-13,0.138,0.63
582,test_strain_stress_autograd,31,2.204663e-13,0.138,0.51
583,test_strain_stress_autograd,32,2.204663e-13,0.138,0.45
584,test_strain_stress_autograd,33,2.204663e-13,0.138,0.59
585,test_strain_stress_autograd,34,2.204663e-13,0.138,0.59
586,test_strain_stress_autograd,35,2.204663e-13,0.138,0.56
587,test_strain_stress_autograd,36,2.204663e-13,0.138,0.66
588,test_strain_stress_autograd,37,2.204663e-13,0.138,0.65
589,test_strain_stress_autograd,38,2.204663e-13,0.138,0.42
590,test_strain_stress_autograd,39,2.204663e-13,0.138,0.60
591,test_strain_stress_autograd,40,2.204663e-13,0.138,0.55
592,test_strain_stress_autograd,41,2.204663e-13,0.138,0.62
593,test_strain_stress_autograd,42,2.204663e-13,0.138,0.50
594,test_strain_stress_autograd,43,2.204663e-13,0.138,0.60
595,test_strain_stress_autograd,44,2.204663e-13,0.138,0.58
596,test_strain_stress_autograd,45,2.204663e-13,0.138,0.55
597,test_strain_stress_autograd,46,2.204663e-13,0.138,0.36
598,test_strain_stress_autograd,47,2.204663e-13,0.138,0.28
599,test_strain_stress_autograd,48,2.204663e-13,0.138,0.33
600,test_strain_stress_autograd,49,2.204663e-13,0.138,0.43
601,test_strain_stress_design,0,2.204663e-13,0.138,0.67
602,test_strain_stress_design,1,2.204663e-13,0.138,0.55
603,test_strain_stress_design,2,2.204663e-13,0.138,0.65
604,test_strain_stress_design,3,2.204663e-13,0.138,0.59
605,test_strain_stress_design,4,2.204663e-13,0.138,0.63
606,test_strain_stress_design,5,2.204663e-13,0.138,0.57
607,test_strain_stress_design,6,2.204663e-13,0.138,0.61
608,test_strain_stress_design,7,2.204663e-13,0.138,0.50
609,test_strain_stress_design,8,2.204663e-13,0.138,0.53
610,test_strain_stress_design,9,2.204663e-13,0.138,0.54
611,test_strain_stress_design,10,2.204663e-13,0.138,0.61
612,test_strain_stress_design,11,2.204663e-13,0.138,0.79
613,test_strain_stress_design,12,2.204663e-13,0.138,0.63
614,test_strain_stress_design,13,2.204663e-13,0.138,0.57
615,test_strain_stress_design,14,2.204663e-13,0.138,0.56
616,test_strain_stress_design,15,2.204663e-13,0.138,0.66
617,test_strain_stress_design,16,2.204663e-13,0.138,0.57
618,test_strain_stress_design,17,2.204663e-13,0.138,0.63
619,test_strain_stress_design,18,2.204663e-13,0.138,0.64
620,test_strain_stress_design,19,2.204663e-13,0.138,0.40
621,test_strain_stress_design,20,2.204663e-13,0.138,0.52
622,test_strain_stress_design,21,2.204663e-13,0.138,0.60
623,test_strain_stress_design,22,2.204663e-13,0.138,0.56
624,test_strain_stress_design,23,2.204663e-13,0.138,0.69
625,test_strain_stress_design,24,2.204663e-13,0.138,0.55
626,test_strain_stress_design,25,2.204663e-13,0.138,0.52
627,test_strain_stress_design,26,2.204663e-13,0.138,0.58
628,test_strain_stress_design,27,2.204663e-13,0.138,0.58
629,test_strain_stress_design,28,2.204663e-13,0.138,0.51
630,test_strain_stress_design,29,2.204663e-13,0.138,0.56
631,test_strain_stress_design,30,2.204663e-13,0.138,0.50
632,test_strain_stress_design,31,2.204663e-13,0.138,0.50
633,test_strain_stress_design,32,2.204663e-13,0.138,0.53
634,test_strain_stress_design,33,2.204663e-13,0.138,0.56
635,test_strain_stress_design,34,2.204663e-13,0.138,0.64
636,test_strain_stress_design,35,2.204663e-13,0.138,0.68
637,test_strain_stress_design,36,2.204663e-13,0.138,0.59
638,test_strain_stress_design,37,2.204663e-13,0.138,0.41
639,test_strain_stress_design,38,2.204663e-13,0.138,0.43
640,test_strain_stress_design,39,2.204663e-13,0.138,0.48
641,test_strain_stress_design,40,2.204663e-13,0.138,0.54
642,test_strain_stress_design,41,2.204663e-13,0.138,0.36
643,test_strain_stress_design,42,2.204663e-13,0.138,0.27
644,test_strain_stress_design,43,2.204663e-13,0.138,0.34
645,test_strain_stress_design,44,2.204663e-13,0.138,0.47
646,test_strain_stress_design,45,2.204663e-13,0.138,0.51
647,test_strain_stress_design,46,2.204663e-13,0.138,0.59
648,test_strain_stress_design,47,2.204663e-13,0.138,0.54
649,test_strain_stress_design,48,2.204663e-13,0.138,0.55
650,test_strain_stress_design,49,2.204663e-13,0.138,0.55
651,test_homogeneity_regularizer,0,1.172970e-02,7331061949.754,1.24
652,test_homogeneity_regularizer,1,2.204663e-13,0.138,0.22
653,test_homogeneity_regularizer,2,2.204663e-13,0.138,0.19
654,test_homogeneity_regularizer,3,2.204663e-13,0.138,0.31
655,test_homogeneity_regularizer,4,2.204663e-13,0.138,0.30
656,test_homogeneity_regularizer,5,2.204663e-13,0.138,0.26
657,test_homogeneity_regularizer,6,2.204663e-13,0.138,0.23
658,test_homogeneity_regularizer,7,2.204663e-13,0.138,0.33
659,test_homogeneity_regularizer,8,2.204663e-13,0.138,0.25
660,test_homogeneity_regularizer,9,2.204663e-13,0.138,0.28
661,test_homogeneity_regularizer,10,2.204663e-13,0.138,0.29
662,test_homogeneity_regularizer,11,2.204663e-13,0.138,0.31
663,test_homogeneity_regularizer,12,2.204663e-13,0.138,0.28
664,test_homogeneity_regularizer,13,2.204663e-13,0.138,0.26
665,test_homogeneity_regularizer,14,2.204663e-13,0.138,0.30
666,test_homogeneity_regularizer,15,2.204663e-13,0.138,0.28
667,test_homogeneity_regularizer,16,2.204663e-13,0.138,0.29
668,test_homogeneity_regularizer,17,2.204663e-13,0.138,0.28
669,test_homogeneity_regularizer,18,2.204663e-13,0.138,0.27
670,test_homogeneity_regularizer,19,2.204663e-13,0.138,0.25
671,test_homogeneity_regularizer,20,2.204663e-13,0.138,0.27
672,test_homogeneity_regularizer,21,2.204663e-13,0.138,0.29
673,test_homogeneity_regularizer,22,2.204663e-13,0.138,0.32
674,test_homogeneity_regularizer,23,2.204663e-13,0.138,0.26
675,test_homogeneity_regularizer,24,2.204663e-13,0.138,0.28
676,test_homogeneity_regularizer,25,2.204663e-13,0.138,0.34
677,test_homogeneity_regularizer,26,2.204663e-13,0.138,0.34
678,test_homogeneity_regularizer,27,2.204663e-13,0.138,0.35
679,test_homogeneity_regularizer,28,2.204663e-13,0.138,0.25
680,test_homogeneity_regularizer,29,2.204663e-13,0.138,0.32
681,test_homogeneity_regularizer,30,2.204663e-13,0.138,0.28
682,test_homogeneity_regularizer,31,2.204663e-13,0.138,0.31
683,test_homogeneity_regularizer,32,2.204663e-13,0.138,0.30
684,test_homogeneity_regularizer,33,2.204663e-13,0.138,0.29
685,test_homogeneity_regularizer,34,2.204663e-13,0.138,0.30
686,test_homogeneity_regularizer,35,2.204663e-13,0.138,0.29
687,test_homogeneity_regularizer,36,2.204663e-13,0.138,0.28
688,test_homogeneity_regularizer,37,2.204663e-13,0.138,0.35
689,test_homogeneity_regularizer,38,2.204663e-13,0.138,0.35
690,test_homogeneity_regularizer,39,2.204663e-13,0.138,0.33
691,test_homogeneity_regularizer,40,2.204663e-13,0.138,0.35
692,test_homogeneity_regularizer,41,2.204663e-13,0.138,0.35
693,test_homogeneity_regularizer,42,2.204663e-13,0.138,0.34
694,test_homogeneity_regularizer,43,2.204663e-13,0.138,0.32
695,test_homogeneity_regularizer,44,2.204663e-13,0.138,0.31
696,test_homogeneity_regularizer,45,2.204663e-13,0.138,0.31
697,test_homogeneity_regularizer,46,2.204663e-13,0.138,0.31
698,test_homogeneity_regularizer,47,2.204663e-13,0.138,0.29
699,test_homogeneity_regularizer,48,2.204663e-13,0.138,0.30
700,test_homogeneity_regularizer,49,2.204663e-13,0.138,0.31
