i,after,rep,vs,ratio_to_baseline,secs
497,test_constrain_isotropic,46,2.204663e-13,0.138,0.28
498,test_constrain_isotropic,47,2.204663e-13,0.138,0.34
499,test_constrain_isotropic,48,2.204663e-13,0.138,0.32
500,test_constrain_isotropic,49,2.204663e-13,0.138,0.30
501,test_strain_stress_equivalence,0,2.204663e-13,0.138,0.30
502,test_strain_stress_equivalence,1,2.204663e-13,0.138,0.27
503,test_strain_stress_equivalence,2,2.204663e-13,0.138,0.28
504,test_strain_stress_equivalence,3,2.204663e-13,0.138,0.28
505,test_strain_stress_equivalence,4,2.204663e-13,0.138,0.27
506,test_strain_stress_equivalence,5,2.204663e-13,0.138,0.28
507,test_strain_stress_equivalence,6,2.204663e-13,0.138,0.28
508,test_strain_stress_equivalence,7,2.204663e-13,0.138,0.29
509,test_strain_stress_equivalence,8,2.204663e-13,0.138,0.27
510,test_strain_stress_equivalence,9,2.204663e-13,0.138,0.28
511,test_strain_stress_equivalence,10,2.204663e-13,0.138,0.28
512,test_strain_stress_equivalence,11,2.204663e-13,0.138,0.29
513,test_strain_stress_equivalence,12,2.204663e-13,0.138,0.38
514,test_strain_stress_equivalence,13,2.204663e-13,0.138,0.29
515,test_strain_stress_equivalence,14,2.204663e-13,0.138,0.30
516,test_strain_stress_equivalence,15,2.204663e-13,0.138,0.34
517,test_strain_stress_equivalence,16,2.204663e-13,0.138,0.30
518,test_strain_stress_equivalence,17,2.204663e-13,0.138,0.31
519,test_strain_stress_equivalence,18,2.204663e-13,0.138,0.30
520,test_strain_stress_equivalence,19,2.204663e-13,0.138,0.29
521,test_strain_stress_equivalence,20,2.204663e-13,0.138,0.29
522,test_strain_stress_equivalence,21,2.204663e-13,0.138,0.29
523,test_strain_stress_equivalence,22,2.204663e-13,0.138,0.35
524,test_strain_stress_equivalence,23,2.204663e-13,0.138,0.30
525,test_strain_stress_equivalence,24,2.204663e-13,0.138,0.29
526,test_strain_stress_equivalence,25,2.204663e-13,0.138,0.33
527,test_strain_stress_equivalence,26,2.204663e-13,0.138,0.32
528,test_strain_stress_equivalence,27,2.204663e-13,0.138,0.30
529,test_strain_stress_equivalence,28,2.204663e-13,0.138,0.27
530,test_strain_stress_equivalence,29,2.204663e-13,0.138,0.27
531,test_strain_stress_equivalence,30,2.204663e-13,0.138,0.30
532,test_strain_stress_equivalence,31,2.204663e-13,0.138,0.28
533,test_strain_stress_equivalence,32,2.204663e-13,0.138,0.30
534,test_strain_stress_equivalence,33,2.204663e-13,0.138,0.28
535,test_strain_stress_equivalence,34,2.204663e-13,0.138,0.27
536,test_strain_stress_equivalence,35,2.204663e-13,0.138,0.33
537,test_strain_stress_equivalence,36,2.204663e-13,0.138,0.34
538,test_strain_stress_equivalence,37,2.204663e-13,0.138,0.37
539,test_strain_stress_equivalence,38,2.204663e-13,0.138,0.30
540,test_strain_stress_equivalence,39,2.204663e-13,0.138,0.29
541,test_strain_stress_equivalence,40,2.204663e-13,0.138,0.28
542,test_strain_stress_equivalence,41,2.204663e-13,0.138,0.30
543,test_strain_stress_equivalence,42,2.204663e-13,0.138,0.29
544,test_strain_stress_equivalence,43,2.204663e-13,0.138,0.27
545,test_strain_stress_equivalence,44,2.204663e-13,0.138,0.39
546,test_strain_stress_equivalence,45,2.204663e-13,0.138,0.36
547,test_strain_stress_equivalence,46,2.204663e-13,0.138,0.30
548,test_strain_stress_equivalence,47,2.204663e-13,0.138,0.28
549,test_strain_stress_equivalence,48,2.204663e-13,0.138,0.27
550,test_strain_stress_equivalence,49,2.204663e-13,0.138,0.28
551,test_strain_stress_autograd,0,2.204663e-13,0.138,0.35
552,test_strain_stress_autograd,1,2.204663e-13,0.138,0.29
553,test_strain_stress_autograd,2,2.204663e-13,0.138,0.31
554,test_strain_stress_autograd,3,2.204663e-13,0.138,0.27
555,test_strain_stress_autograd,4,2.204663e-13,0.138,0.27
556,test_strain_stress_autograd,5,2.204663e-13,0.138,0.29
557,test_strain_stress_autograd,6,2.204663e-13,0.138,0.27
558,test_strain_stress_autograd,7,2.204663e-13,0.138,0.31
559,test_strain_stress_autograd,8,2.204663e-13,0.138,0.29
560,test_strain_stress_autograd,9,2.204663e-13,0.138,0.28
561,test_strain_stress_autograd,10,2.204663e-13,0.138,0.36
562,test_strain_stress_autograd,11,2.204663e-13,0.138,0.30
563,test_strain_stress_autograd,12,2.204663e-13,0.138,0.28
564,test_strain_stress_autograd,13,2.204663e-13,0.138,0.34
565,test_strain_stress_autograd,14,2.204663e-13,0.138,0.29
566,test_strain_stress_autograd,15,2.204663e-13,0.138,0.29
567,test_strain_stress_autograd,16,2.204663e-13,0.138,0.26
568,test_strain_stress_autograd,17,2.204663e-13,0.138,0.28
569,test_strain_stress_autograd,18,2.204663e-13,0.138,0.29
570,test_strain_stress_autograd,19,2.204663e-13,0.138,0.30
571,test_strain_stress_autograd,20,2.204663e-13,0.138,0.29
572,test_strain_stress_autograd,21,2.204663e-13,0.138,0.29
573,test_strain_stress_autograd,22,2.204663e-13,0.138,0.30
574,test_strain_stress_autograd,23,2.204663e-13,0.138,0.26
575,test_strain_stress_autograd,24,2.204663e-13,0.138,0.31
576,test_strain_stress_autograd,25,2.204663e-13,0.138,0.31
577,test_strain_stress_autograd,26,2.204663e-13,0.138,0.31
578,test_strain_stress_autograd,27,2.204663e-13,0.138,0.29
579,test_strain_stress_autograd,28,2.204663e-13,0.138,0.32
580,test_strain_stress_autograd,29,2.204663e-13,0.138,0.36
581,test_strain_stress_autograd,30,2.204663e-13,0.138,0.33
582,test_strain_stress_autograd,31,2.204663e-13,0.138,0.37
583,test_strain_stress_autograd,32,2.204663e-13,0.138,0.30
584,test_strain_stress_autograd,33,2.204663e-13,0.138,0.29
585,test_strain_stress_autograd,34,2.204663e-13,0.138,0.29
586,test_strain_stress_autograd,35,2.204663e-13,0.138,0.29
587,test_strain_stress_autograd,36,2.204663e-13,0.138,0.27
588,test_strain_stress_autograd,37,2.204663e-13,0.138,0.29
589,test_strain_stress_autograd,38,2.204663e-13,0.138,0.28
590,test_strain_stress_autograd,39,2.204663e-13,0.138,0.31
591,test_strain_stress_autograd,40,2.204663e-13,0.138,0.31
592,test_strain_stress_autograd,41,2.204663e-13,0.138,0.30
593,test_strain_stress_autograd,42,2.204663e-13,0.138,0.35
594,test_strain_stress_autograd,43,2.204663e-13,0.138,0.39
595,test_strain_stress_autograd,44,2.204663e-13,0.138,0.37
596,test_strain_stress_autograd,45,2.204663e-13,0.138,0.30
597,test_strain_stress_autograd,46,2.204663e-13,0.138,0.34
598,test_strain_stress_autograd,47,2.204663e-13,0.138,0.40
599,test_strain_stress_autograd,48,2.204663e-13,0.138,0.40
600,test_strain_stress_autograd,49,2.204663e-13,0.138,0.47
601,test_strain_stress_design,0,2.204663e-13,0.138,0.35
602,test_strain_stress_design,1,2.204663e-13,0.138,0.32
603,test_strain_stress_design,2,2.204663e-13,0.138,0.32
604,test_strain_stress_design,3,2.204663e-13,0.138,0.31
605,test_strain_stress_design,4,2.204663e-13,0.138,0.29
606,test_strain_stress_design,5,2.204663e-13,0.138,0.28
607,test_strain_stress_design,6,2.204663e-13,0.138,0.29
608,test_strain_stress_design,7,2.204663e-13,0.138,0.30
609,test_strain_stress_design,8,2.204663e-13,0.138,0.29
610,test_strain_stress_design,9,2.204663e-13,0.138,0.28
611,test_strain_stress_design,10,2.204663e-13,0.138,0.28
612,test_strain_stress_design,11,2.204663e-13,0.138,0.27
613,test_strain_stress_design,12,2.204663e-13,0.138,0.27
614,test_strain_stress_design,13,2.204663e-13,0.138,0.28
615,test_strain_stress_design,14,2.204663e-13,0.138,0.27
616,test_strain_stress_design,15,2.204663e-13,0.138,0.28
617,test_strain_stress_design,16,2.204663e-13,0.138,0.28
618,test_strain_stress_design,17,2.204663e-13,0.138,0.27
619,test_strain_stress_design,18,2.204663e-13,0.138,0.28
620,test_strain_stress_design,19,2.204663e-13,0.138,0.29
621,test_strain_stress_design,20,2.204663e-13,0.138,0.27
622,test_strain_stress_design,21,2.204663e-13,0.138,0.30
623,test_strain_stress_design,22,2.204663e-13,0.138,0.27
624,test_strain_stress_design,23,2.204663e-13,0.138,0.30
625,test_strain_stress_design,24,2.204663e-13,0.138,0.28
626,test_strain_stress_design,25,2.204663e-13,0.138,0.35
627,test_strain_stress_design,26,2.204663e-13,0.138,0.57
628,test_strain_stress_design,27,2.204663e-13,0.138,0.33
629,test_strain_stress_design,28,2.204663e-13,0.138,0.30
630,test_strain_stress_design,29,2.204663e-13,0.138,0.33
631,test_strain_stress_design,30,2.204663e-13,0.138,0.41
632,test_strain_stress_design,31,2.204663e-13,0.138,0.30
633,test_strain_stress_design,32,2.204663e-13,0.138,0.31
634,test_strain_stress_design,33,2.204663e-13,0.138,0.29
635,test_strain_stress_design,34,2.204663e-13,0.138,0.31
636,test_strain_stress_design,35,2.204663e-13,0.138,0.31
637,test_strain_stress_design,36,2.204663e-13,0.138,0.30
638,test_strain_stress_design,37,2.204663e-13,0.138,0.30
639,test_strain_stress_design,38,2.204663e-13,0.138,0.27
640,test_strain_stress_design,39,2.204663e-13,0.138,0.29
641,test_strain_stress_design,40,2.204663e-13,0.138,0.29
642,test_strain_stress_design,41,2.204663e-13,0.138,0.30
643,test_strain_stress_design,42,2.204663e-13,0.138,0.28
644,test_strain_stress_design,43,2.204663e-13,0.138,0.28
645,test_strain_stress_design,44,2.204663e-13,0.138,0.25
646,test_strain_stress_design,45,2.204663e-13,0.138,0.27
647,test_strain_stress_design,46,2.204663e-13,0.138,0.28
648,test_strain_stress_design,47,2.204663e-13,0.138,0.30
649,test_strain_stress_design,48,2.204663e-13,0.138,0.28
650,test_strain_stress_design,49,2.204663e-13,0.138,0.27
651,test_homogeneity_regularizer,0,2.204663e-13,0.138,0.33
652,test_homogeneity_regularizer,1,2.204663e-13,0.138,0.29
653,test_homogeneity_regularizer,2,2.204663e-13,0.138,0.32
654,test_homogeneity_regularizer,3,2.204663e-13,0.138,0.29
655,test_homogeneity_regularizer,4,2.204663e-13,0.138,0.28
656,test_homogeneity_regularizer,5,2.204663e-13,0.138,0.27
657,test_homogeneity_regularizer,6,2.204663e-13,0.138,0.29
658,test_homogeneity_regularizer,7,2.204663e-13,0.138,0.26
659,test_homogeneity_regularizer,8,2.204663e-13,0.138,0.28
660,test_homogeneity_regularizer,9,2.204663e-13,0.138,0.33
661,test_homogeneity_regularizer,10,2.204663e-13,0.138,0.36
662,test_homogeneity_regularizer,11,2.204663e-13,0.138,0.28
663,test_homogeneity_regularizer,12,2.204663e-13,0.138,0.27
664,test_homogeneity_regularizer,13,2.204663e-13,0.138,0.29
665,test_homogeneity_regularizer,14,2.204663e-13,0.138,0.31
666,test_homogeneity_regularizer,15,2.204663e-13,0.138,0.30
667,test_homogeneity_regularizer,16,2.204663e-13,0.138,0.28
668,test_homogeneity_regularizer,17,2.204663e-13,0.138,0.29
669,test_homogeneity_regularizer,18,2.204663e-13,0.138,0.31
670,test_homogeneity_regularizer,19,2.204663e-13,0.138,0.28
671,test_homogeneity_regularizer,20,2.204663e-13,0.138,0.29
672,test_homogeneity_regularizer,21,2.204663e-13,0.138,0.27
673,test_homogeneity_regularizer,22,2.204663e-13,0.138,0.28
674,test_homogeneity_regularizer,23,2.204663e-13,0.138,0.28
675,test_homogeneity_regularizer,24,2.204663e-13,0.138,0.30
676,test_homogeneity_regularizer,25,2.204663e-13,0.138,0.30
677,test_homogeneity_regularizer,26,2.204663e-13,0.138,0.28
678,test_homogeneity_regularizer,27,2.204663e-13,0.138,0.28
679,test_homogeneity_regularizer,28,2.204663e-13,0.138,0.28
680,test_homogeneity_regularizer,29,2.204663e-13,0.138,0.35
681,test_homogeneity_regularizer,30,2.204663e-13,0.138,0.30
682,test_homogeneity_regularizer,31,2.204663e-13,0.138,0.29
683,test_homogeneity_regularizer,32,2.204663e-13,0.138,0.28
684,test_homogeneity_regularizer,33,2.204663e-13,0.138,0.26
685,test_homogeneity_regularizer,34,2.204663e-13,0.138,0.28
686,test_homogeneity_regularizer,35,2.204663e-13,0.138,0.28
687,test_homogeneity_regularizer,36,2.204663e-13,0.138,0.27
688,test_homogeneity_regularizer,37,2.204663e-13,0.138,0.28
689,test_homogeneity_regularizer,38,2.204663e-13,0.138,0.28
690,test_homogeneity_regularizer,39,2.204663e-13,0.138,0.31
691,test_homogeneity_regularizer,40,2.204663e-13,0.138,0.29
692,test_homogeneity_regularizer,41,2.204663e-13,0.138,0.29
693,test_homogeneity_regularizer,42,2.204663e-13,0.138,0.27
694,test_homogeneity_regularizer,43,2.204663e-13,0.138,0.24
695,test_homogeneity_regularizer,44,2.204663e-13,0.138,0.30
696,test_homogeneity_regularizer,45,2.204663e-13,0.138,0.38
697,test_homogeneity_regularizer,46,2.204663e-13,0.138,0.29
698,test_homogeneity_regularizer,47,2.204663e-13,0.138,0.32
699,test_homogeneity_regularizer,48,2.204663e-13,0.138,0.32
700,test_homogeneity_regularizer,49,2.204663e-13,0.138,0.30
